state,municipio,SALARIOS,rural_wage_clause,rural_wage_min_reis,rural_wage_max_reis,rural_wage_period,carpinteiro_wage_clause,carpinteiro_wage_min_reis,carpinteiro_wage_max_reis,carpinteiro_wage_period,JUROS,juros_lower_bound,juros_upper_bound,juros_period,TERRAS,land_price_text,land_price_lower_bound_reis,land_price_upper_bound_reis,land_price_unit,land_price_not_per_hectare
MG,Salinas,"Trabalhador rural, 600 réis com comida; não há administradores nem escrivães de fazenda; lavadeira, 6$000 mensais; cozinheira, 6$000 mensais; carpinteiro, 1$500 a 2$000 diários. Os salários são pagos e os contratos cumpridos.",,600,,,"carpinteiro, 1$500 a 2$000 diários",1500,2000,daily,A taxa é de 2% ao mez.,2,2,monthly,"Qualidades - Na maior parte inferiores, havendo bôas e regulares; no geral misturadas, poucos argilosas, na maioria planas. A vegetação é representada por muitos campos, algumas capoeiras, poucas matas virgens, sendo raros os carrascaes e cerrados. "" Preços — Um hectare de terra bôa custa 50$000 mais ou menos, havendo preços mais baixos.","Preços — Um hectare de terra bôa custa 50$000 mais ou menos, havendo preços mais baixos.",50000,50000,hectare,0
MG,Sant'Anna dos Ferros,"Cozinheira, 5$000 mensais; lavadeira, 4$000; administrador de fazenda, 200$000 a 500$000 mensais; carpinteiro, 2$000 a 8$000 diários; trabalhador rural, 1$000 diários com comida ou 1$500 e 1$800 a secco. Os salários são pagos e os contratos compridos.","trabalhador rural, 1$000 diários com comida ou 1$500 e 1$800 a secco",1000,1500,daily,"carpinteiro, 2$000 a 8$000 diários",2000,8000,daily,A taxa communi é de 8 a 10% ao anno.,8,10,annual,"Qualidades - Na maior parte boas e misturadas, havendo algumas argilhasas e poucas arenosas; no geral são montanhosas. A vegetação é representada por extensas capoeiras, algumas mattas virgens e pequenos campos artificiais. Preços — Um hectare de terra boa custa 20$000.",Preços — Um hectare de terra boa custa 20$000.,20000,20000,hectare,0
MG,Santa Barbara,"Trabalhador rural, 1$000 diários, com comida; cozinheira, 10$000 mensais; lavadeira, 8$000 mensais; carpinteiro, 2$500 a 4$000 diários; não há administradores, nem escritões de fazenda. Os salários são pagos e os contratos cumpridos.","Trabalhador rural, 1$000 diários, com comida",1000,,daily,"carpinteiro, 2$500 a 4$000 diários",2500,4000,daily,A taxa é de 10 a 18% ao ano.,10,18,annual,"Qualidades - Em pequena parte boas; em maior parte regulares, e em sua maioria inferiores; unus são argilhosas, outras misturadas, mas geralmente montanhosas. A vegetação é representada por algumas mattas virgens, capoeiras, carrascaes e campos. Preços — O hectare de terra boa custa 25$000.",Preços — O hectare de terra boa custa 25$000.,25000,25000,hectare,0
MG,Santa Luzia do Rio das Velhas,"Trabalhador rural, seja colouo ou camarada, 1$500 diarios, com alimentação; administrador de fazenda, 150$000 mensais; escrivães de fazenda não há; carpinteiro, de 3$000 a 5$000 diarios; cozinheiro, 10$000 mensais e lavadeira, 10$000. Os salários são pagos e os contratos cumpridos.","Trabalhador rural, seja colouo ou camarada, 1$500 diarios, com alimentação",1500,,daily,"carpinteiro, de 3$000 a 5$000 diarios",3000,5000,daily,A taxa usual é de um e um e meio por cento ao mês.,2.5,2.5,monthly,"Qualidades - Na maioria bôas, misturadas e montanhosas. A vegetação é representada por muitas matras virgens, capoeiras, poucos cerrados, carrascaes e alguns campos. "" Preços — Na margem da Estrada de Ferro Central do Brasil custa 40$000 o hectare de terra bôa, em zonas afastadas, 20$000 e menos.","Preços — Na margem da Estrada de Ferro Central do Brasil custa 40$000 o hectare de terra bôa, em zonas afastadas, 20$000 e menos.",20000,40000,hectare,0
MG,Santa Quiteria,"Não há administradores nem escrivães de fazendo; um carpinteiro ganha, 4$000 com comida; cozinheira, 10$000 mensees; lavadeira, 15$000 mensees. Os salários são pagos e os contratos cumpridos.",-,-,-,,"um carpinteiro ganha, 4$000 com comida",4000,,daily,Taxa de 12 por cento ao ano e mais.,12,12,annual,"Qualidades - Há boas, regulares e inferiores, umas arenosas, outras argilosas, outras misturadas, talvez metade planas e metade montanhosas, sendo poucas as pantanosas. A vegetação é representada por muitas capoeiras e campos e algumas matas virgens, cerrados e carrascaes. Preços - Um alqueire de terra boa custa 150$000, porém, há preços bem inferiores.","Preços - Um alqueire de terra boa custa 150$000, porém, há preços bem inferiores.",150000,150000,alqueire,1
MG,Santa Rita da Extrema,"Trabalhador rural, 1$600 com comida ou 2$000 a secco; não há administradores nem escrivães de fazenda; carpinteiro, 5$000 diários; cozinheiro, 20$000 mensas; lavadeira, 15$000 mensas. Os salários são pagos e os contratos cumpridos.","Trabalhador rural, 1$600 com comida ou 2$000 a secco",1600,2000,,"carpinteiro, 5$000 diários",5000,,daily,A taxa commun é de 12% ao anno.,12,12,annual,"Qualidades - A maior parte boas e regulares, havendo muitas misturadas e poucas argilosas e arenosas. O município é geralmente montanhoso. A vegetação é representada por muitas capoeiras, alguns campos e poucas matas e cerrados. "" Preços — Um hectare de terra boa custa mais ou menos, 40$000.","Preços — Um hectare de terra boa custa mais ou menos, 40$000.",40000,40000,hectare,0
MG,Santa Rita de Cassia,"Cozinheiro, 45$000 mensais; lavadeira, 15$000 a 20$000 mensais; carpinteiro, 4$000 a 5$000 diários; administradores e escrivães de fazenda não ha; trabalhador rural, seja colono ou camarada, 1$500 a 2$000 diários. Os salários são pagos e os contratos cumpridos.","trabalhador rural, seja colono ou camarada, 1$500 a 2$000 diários",1500,2000,daily,"carpinteiro, 4$000 a 5$000 diários",4000,5000,daily,A taxa commun é de 10 a 12% ao anno.,10,12,annual,"Qualidades - Na maioria boas, montanhosas, argilhosas e misturadas. A vegetação é representada por matas virgens, capoeiras, cerrados, carrascaes e muitos campos. - Preços — Um hectare de terra boa custa 50$000, approximadamente.","Preços — Um hectare de terra boa custa 50$000, approximadamente.",50000,50000,hectare,0
MG,Santa Rita de Sapucahy,"Cozinheiro, 12$000 mensões, lavadeira, 10$000; carpinteiro, 5$000 diários; administrador de fazenda, 100$000 mensões; trabalhador rural, 1$500 por dia. Os salários são pagos e os contratos cumpridos.","trabalhador rural, 1$500 por dia",1500,,daily,"carpinteiro, 5$000 diários",5000,,daily,A taxa comum é de 10% ao ano e um por cento ao mês.,1,10,monthly;annual,"Qualidades - O município possui terras boas e regulares, geralmente misturadas nelas predominando a argila ou barro; parte plana e parte montanhosa. A vegetação é representada por muitos campos e capoeiras, alguns cerrados e poucas matas virgens e carrascaes. “Preços — Um hectare de terra boa custa 60$000 e o alqueire, 200$000; entretanto há preços mais baixos.","Preços — Um hectare de terra boa custa 60$000 e o alqueire, 200$000; entretanto há preços mais baixos.",60000,200000,hectare;alqueire,1
MG,Santo Antonio do Machado,"Trabalhador rural, 2$000 diários sem alimentação; não há administradores nem escrivães de fazenda; carpinteiro, 4$000 a 5$000 diários; lavadeiras cobram 500 réis por duzia; não há cozinheiros. Os salários são pagos e os contratos cumpridos.","Trabalhador rural, 2$000 diários sem alimentação",2000,,daily,"carpinteiro, 4$000 a 5$000 diários",4000,5000,daily,A taxa é de 1% ao mez.,1,1,monthly,"Qualidades - Na maioria bôas e misturadas, em partes mais ou menos eguais plantas e montanhosas. A vegetação é representada por mattas virgens, capoeiras, cerrados, carrascaes e campos. “ Preços — Um hectare de terra bôa custa 100$000, aproximadamente, havendo preços mais baixos.","Preços — Um hectare de terra bôa custa 100$000, aproximadamente, havendo preços mais baixos.",100000,100000,hectare,0
MG,Santo Antonio do Monte,"Cozinheira, 10$000 mensajes; lavadeira, 5$000 mensajes; carpinteiro, 4$000 a 5$000 diarios; trabalhador rural, 1$500 com comida e 2$000 a secco; não há administradores nem escrivães de fazenda. Os salarios são pagos, mas os contractos nem sempre são cumpridos.","trabalhador rural, 1$500 com comida e 2$000 a secco",1500,2000,,"carpinteiro, 4$000 a 5$000 diarios",4000,5000,daily,A taxa usual é de 1% ao mes.,1,1,monthly,"Qualidades - Há boas, regulares e inferiores, estas porém, em maior quantidade, possuindo o districto de Esteios e o da Cidade os melhores terrenos para culturas; são geralmente misturadas; mais montanhosas do que planas. A vegetação é representada por mattas, capoeiras e campos e muitos cerrados. Preços — Variavel; o alqueire de terra para cultura regula custar 100$000 a 150$000 e o de terras de campos, 10$000 a 15$000.","Preços — Variavel; o alqueire de terra para cultura regula custar 100$000 a 150$000 e o de terras de campos, 10$000 a 15$000.",10000,150000,alqueire,1
MG,S. Domingos do Prata,"Trabalhador rural, 18000 diarios com alimentação; não há escrivães de fazenda; administrador de fazenda, 5008000 annuares; carpinteiro, 28500 diarios; lavadeira, 6800000 mensões; cozinheira, 10800000 mensões. Os salarios são pagos e os contractos cumpridos.","Trabalhador rural, 18000 diarios com alimentação",1000,,daily,"carpinteiro, 28500 diarios",2500,,daily,A taxa é de 8% ao ano.,8,8,annual,"Qualidades - Na maioria boas; argilosas e montanhosas. A vegetação é representada por muitas muitas virgens e capoeiras, alguns campos e raros cerrados e carrascaes. “ Preços — Um hectare de terra boa, perto da cidade, 1708000; distante, de 508000 a 1008000, aproximadamente.","Preços — Um hectare de terra boa, perto da cidade, 1708000; distante, de 508000 a 1008000, aproximadamente.",50000,170000,hectare,0
MG,São Francisco,"Trabalhador rural, 1$000 diarios; não há administradores nem escrivães de fazenda; carpinteiro, 5$000 diarios; cozinheira, 10$000 mensais; lavadeira, 5$000 mensais. Os salarios são pagos e os contratos cumpridos.","Trabalhador rural, 1$000 diarios",1000,,daily,"carpinteiro, 5$000 diarios",5000,,daily,Não há empréstimos.,,,,"No geral bôas, havendo algumas regulares; arenosas e misturadas; mais planas que montanhosas. A vegetação é representada por muitas mattas virgens e algumas capoeiras, cerrados, carrascaes e campos. Preços - Não há base para cálculo devido às terras no geral serem indivisas; em todo caso esta situação de terras indivisas em tão grandes extensões, quer dizer terra muito barata.","Preços - Não há base para cálculo devido às terras no geral serem indivisas; em todo caso esta situação de terras indivisas em tão grandes extensões, quer dizer terra muito barata.",,,,
MG,São Gonçalo de Sapucahy,"Trabalhador rural, 2$000 diarios a secco e 1$500 com comida; cozinheiro, 30$000 menseas; cozinheira, 15$000 menseas; lavadeira, 16$000 a 20$000 menseas; carpinteiro, 4$000 a 6$000 diarios; administrador de fazenda, contractado, 800$000 a 1.000$000 annuaes; escrivães, não ha. Os salarios são pagos e os contratos cumpridos.","Trabalhador rural, 2$000 diarios a secco e 1$500 com comida",1500,2000,daily,"carpinteiro, 4$000 a 6$000 diarios",4000,6000,daily,A taxa é de 10 por cento ao ano.,10,10,annual,"Qualidades - Ilôas, regulares e inferiores talvez em proporções mais ou menos iguais; geralmente misturadas e montanhosas. A vegetação é representada por muitos campos, algumas capoeiras, poucos cerrados e carrascaes. Preços — Um hectare de terra boa custa 150$000 a 200$000, havendo, porém, preços mais baixos.","Preços — Um hectare de terra boa custa 150$000 a 200$000, havendo, porém, preços mais baixos.",150000,200000,hectare,0
MG,São João Baptista,"Trabalhador rural, 1$000 diários; não há administradores, nem escrivães de fazenda; carpinteiro, 2$500 diários; cozinheiro, 5$000 mensais; lavadeira, 5$000 mensais. Os salários são pagos e os contratos cumpridos.","Trabalhador rural, 1$000 diários",1000,,daily,"carpinteiro, 2$500 diários",2500,,daily,A taxa communi é de oito por cento ao ano.,8,8,annual,"Qualidades - Na maior parte inferiores, algumas boas e poucas regulares. Na maioria misturadas, havendo poucas argilosas e arenosas. O município é quase todo plano; pouco pedregoso. A vegetação é representada por muitos campos, algumas capoeiras, poucas mattas, cerrados e carrascaes. Preços — Um hectare de terra boa custa, aproximadamente, 25$000.","Preços — Um hectare de terra boa custa, aproximadamente, 25$000.",25000,25000,hectare,0
MG,São João a El Rey,"Trabalhador rural, 800 réis a 15000 diarios com comida; cozinheiro, 105000 a 205000 mensais; lavadeira, 105000 a 155000 mensais; carpinteiro, 45000 a 55000 diarios; não há administradores, nem escrivães de fazendas. Os salarios são pagos e os contratos cumpridos.","Trabalhador rural, 800 réis a 15000 diarios com comida",800,1500,daily,"carpinteiro, 45000 a 55000 diarios",45000,55000,daily,"A taxa varia de 10 a 12 por cento e mais ao ano. HABIRIRAS de lei — Peroba, óleo, balsamo, cedro, arceira, jacarandá, etc.",10,12,annual,"Qualidade - Na maioria bôas, misturadas e montanhosas. A vegetação é representada por muitos campos, algumas capoeiras e poucos cerrados; não existem carrascaes, nem mattas virgens. Preços — O hectare de terra bôa custa 755000 a 1005000, aproximadamente.","Preços — O hectare de terra bôa custa 755000 a 1005000, aproximadamente.",75000,100000,hectare,0
MG,São João Nepomuceno,"Trabalhador rural, 18500 diários, a séc. 000 ou 18000 com comida; cozinheira ou lavadeira, 108000 mensões; carpinteiro, 48000 diários, com comida; não há administradores, nem escrivães de fazendas, há feitores, que ganham 608000 e 508000 mensões. Os salários são pagos e os contratos cumpridos.","Trabalhador rural, 18500 diários, a séc",1500,,daily,"carpinteiro, 48000 diários, com comida",4000,,daily,,,,,"Qualidades - No município predominam as terras boas e regulares; no geral argilosas; poucas misturadas e azenosas, parte plana, parte montanhosa. A vegetação é representada por campos, pastos, e capoeiras, são poucas as mattas virgens e não existem carrascaes, nem cerrados. Preços — O hectare de terra boa custa 508000 a 608000, approximadamente.","Preços — O hectare de terra boa custa 508000 a 608000, approximadamente.",50000,60000,hectare,0
MG,S. João Evangelista,"Trabalhador rural, 800 réis a 1$000 diários; não há administradores nem escrivães de fazenda; carpinteiro, 5$000 diários; cozinheiro, 8$000 mensais; lavadeira, 8$000 mensais. Os salários são pagos e os contratos cumpridos.","Trabalhador rural, 800 réis a 1$000 diários",800,1000,daily,"carpinteiro, 5$000 diários",5000,,daily,A taxa comum é de um por cento ao mês.,1,1,monthly,"Qualidades - Na maioria, boas; havendo algumas regulares e inferiores; há muitas misturadas e argilosas, poucas arenosas. O município cipio é mais plano do que montanhoso e pouco pedregoso. A vegetação é representada por muitas capoeiras, poucas mattas e campos. Preços - Um alqueire de terra boa pôde custar 40$000 a 100$000, mais ou menos.","Preços - Um alqueire de terra boa pôde custar 40$000 a 100$000, mais ou menos.",40000,100000,alqueire,1
MG,S. José dos Botelhos,"Cozinheira, 20$000 mensais; lavadeira, 5$000 mensais; carpinteiro, 5$000 diários; administrador de fazenda, 150$000 mensais; trabalhador rural, 1$000 diários; não há escrivães de fazenda. Os salários são pagos e os contratos cumpridos.","trabalhador rural, 1$000 diários",1000,,daily,"carpinteiro, 5$000 diários",5000,,daily,A taxa usual é de 6% ao ano.,6,6,annual,"Qualidades - Quasi todas boas, havendo algumas regulares e inferiores; geralmente são misturadas, havendo, porém, terras argilosas em boa parte. Mais montanhosas do que planas. A vegetação é representada por algumas muitas virgens, muitas capoeiras, alguns cerrados e campos. Preços - Um hectare de terra boa, 250$000; este preço é muito especial, pois os preços correntes, são bem mais inferiores.","Preços - Um hectare de terra boa, 250$000; este preço é muito especial, pois os preços correntes, são bem mais inferiores.",250000,250000,hectare,0
MG,São José d'Além Parahyba,"Trabalhador rural 1$500 diários à secco e 1$000 com alimentação; administrador de fazenda 80$000 mensais, escrivão de fazenda não há, carpinteiro 58000 diários, cosinheira 158000 mensais e lavadeira 158000 mensais. Os salários são pagos e os contratos cumpridos.",Trabalhador rural 1$500 diários à secco e 1$000 com alimentação,1000,1500,daily,"administrador de fazenda 80$000 mensais, escrivão de fazenda não há, carpinteiro 58000 diários, cosinheira 158000 mensais e lavadeira 158000 mensais",5000,80000,daily,"A taxa é de 6 *j* a 12 *j* ao anno. Quando tomado à carteira agrícola do Banco de Crédito Real de Minas, a taxa é de 6 *j*.",6,12,annual,"Qualidades - Na maior parte, bôas e montanhosas. A vegetação é representada por algumas matas virgens, capoeiras, carrascaes e muitos campos e cerrados. Preços — Um hectare de terra, bôa custa 508000, aproximadamente.","Preços — Um hectare de terra, bôa custa 508000, aproximadamente.",50000,50000,hectare,0
MG,S. José do Paraízo,"Trabalhador rural, 1$000 a 2$000 diários com o sustento; não há administradores nem escrivães de fazenda, os fazendeiros administram, elles mesmos, as suas fazendas, procedimento muito digno de louvor e que devia ser imitado; um carpinteiro, 4$000 a 6$000 diários; cozinheira, 20$000 mensais; lavadeira, 15$000. Os salários são pagos e os contractos cumpridos.","Trabalhador rural, 1$000 a 2$000 diários com o sustento",1000,2000,daily,"um carpinteiro, 4$000 a 6$000 diários",4000,6000,daily,"12 ""J"" ao anno.",12,12,annual,"Qualidades - No geral boas; são misturadas e montanhosas, havendo também plantas e pedregosas. A vegetação é representada por algumas mamas virgens, muitas capoeiras e alguns campos. "" Preços — O hectare de terra boa custa 70$000, mais ou menos.","Preços — O hectare de terra boa custa 70$000, mais ou menos.",70000,70000,hectare,0
MG,São Manoel,"Trabalhador rural, 1$600 diários à secco e 1$000 com alimentação; administradores e escrivães de fazenda, não há; carpinteiro, 5$000 diários; cosinheira, 15$000 mensais; lavadeira, 15$000 mensais; os salários são pagos e os contratos cumpridos.","Trabalhador rural, 1$600 diários à secco e 1$000 com alimentação",1000,1600,daily,"carpinteiro, 5$000 diários",5000,,daily,"A taxa é de 6 a 12 ""¹"" anumes; 6 ""¹"" quando tomada a carteira hypothetical do Banco de Crédito Real de Minas.",6,12,annual,"Qualidades - As terras são em sua maioria boas, misturadas e montanhosas, havendo algumas planas e pedregosas. A vegetação é representada por mamas virgens, capoeiras, cerrados, carrascaes e campos. "" Preços — Um hectare de terra boa custa 40$000, aproximadamente.","Preços — Um hectare de terra boa custa 40$000, aproximadamente.",40000,40000,hectare,0
MG,S. Miguel do Jequitinhonha,"Trabalhador rural 800 réis diários com comida ou 1$500 a secco; não há administradores nem escrivães de fazenda; cozinheiro 8$000 mensões; carpinteiro 480, o diários a seco; lavadeira 48000 a 88000 mensões. Os salários são pagos e os contratos cumpridos. **TERRAS** — Qualidades — Na maioria boas. Existem algumas argilhosas e arenosas; muitas misturadas. O município é geralmente plano. A vegetação é representada por muitas muitas virgens, algumas capoeiras e campos; poucos cerrados e carrascaes. **Preços** — Um hectare de terra boa custa approximadamente 208000. **TRANSPORTE** — Para o mercado local é feito pelo productor. Em tropas cobram 258000 por carga de Urucu para S. Miguel, e 328000 de Santa Igoez para S. Miguel, nas distâncias de 36 e 98 leguas, respectivamente.",Trabalhador rural 800 réis diários com comida ou 1$500 a secco,800,1500,daily,"carpinteiro 480, o diários a seco",,,daily,A taxa communi é de 12 *J* ao anno.,12,12,annual,,,,,,
MG,S. Sebastião do Paraízo,"Trabalhador rural 1$500 a 2$000 diarios; (o colono recebe de 80$000 a 100$000 pelo tratamento de 1.000 pés de café e 500 réis por alqueire de 55 litros de café colhido); “cosinheiro, 35$000 mensões; lavadeira, 25$000; carpinteiro, 5$000 a 6$000 diarios; administrador de fazenda, até 1:500$000 anonaes; escrivão de fazenda, 100$000 mensões; são poucas as fazendas com administradores e escrivães, porque os donos aqui cuidam delas, eles mesmos, procedimento digno de aplausos. Os salários são pagos e os contratos cumpridos.",Trabalhador rural 1$500 a 2$000 diarios,1500,2000,daily,"carpinteiro, 5$000 a 6$000 diarios",5000,6000,daily,"A taxa comum é de 12% anuais, excedendo as vezes essa taxa.",12,12,annual,"Qualidades - No geral bôas, havendo muitas misturadas, algumas arenosas e poucas argilosas. Geralmente montanhosas, havendo poucas planas e pedregosas. Preços — Em S. Thomaz o hectare de terra bôa custa 200$000 e nos outros distritos de 50$000 a 100$000, havendo porém preços mais baixos.","Preços — Em S. Thomaz o hectare de terra bôa custa 200$000 e nos outros distritos de 50$000 a 100$000, havendo porém preços mais baixos.",50000,200000,hectare,0
MG,Serro Frio,"Trabalhador rural, 1$000 com comida ou 1$500,50 secco; cozinheira ou lavadeira, 5$000 mensais; carpinteiro, 5$000 diários; não não há administradores nem escrivães de fazenda. Os salários são pagos e os contratos cumpridos.","Trabalhador rural, 1$000 com comida ou 1$500,50 secco",1000,1500,,"carpinteiro, 5$000 diários",5000,,daily,A taxa commun é de doze por cento ao ano.,12,12,annual,"Qualidades - Há muitas terras bôas e regulares, sendo poucas as inferiores; há arenosas e argilosas sendo, porém, as misturadas em maior quantidade; há planas e montanhoras, quase em igual proporção; há poucas pedregosas. Há poucas matas virgens, algumas capoeiras, poucos cerrados e muito campo. - Preços — Um hectare de terra bôa regula custar 20$000.",Preços — Um hectare de terra bôa regula custar 20$000.,20000,20000,hectare,0
MG,Sete Lagões,"Trabalhador rural, 2$200 diários a secco e de 1$000 a 1$400 com comida; lavadeira ou cozinheira, 15$000 mensais; carpinteiro, 3$000 a 4$000 diários; administrador de fazenda, 100$000 a 120$000 mensais; não existem escrivães de fazenda. Os salários são pagos e os contratos cumpridos.","Trabalhador rural, 2$200 diários a secco e de 1$000 a 1$400 com comida",1000,2200,daily,"carpinteiro, 3$000 a 4$000 diários",3000,4000,daily,A taxa comum é de 12% ao ano.,12,12,annual,"Qualidades - Predominam as terras boas, havendo algumas regulares e inferiores; na maioria misturadas e planas. A vegetação é representada por capoeiras, poucas muitas virgens e cerradas e alguns carrascaes e campos. “Preços — O hectare de terra boa custa 25$000, aproximadamente.","Preços — O hectare de terra boa custa 25$000, aproximadamente.",25000,25000,hectare,0
MG,Silvianopolis,"Cozinheira, 15$000 mensas; lavadeira, 5$000 mensas; administrador de fazenda, 60$000 mensas; carpinteiro, 4$000 por dia; trabalhador rural, 1$500 diários. Os salarios são pagos e os contratos cumpridos.","trabalhador rural, 1$500 diários",1500,,daily,"carpinteiro, 4$000 por dia",4000,,daily,Um por cento ao mez.,1,1,monthly,"Qualidades - O município possui terras boas, regulares e inferiores; geralmente misturadas e montanhosas. A vegetação é representada por muitos campos e capoeiras e alguns cerrados e mattas virgens. Preços — Um hectare de terra boa custa 100$000, havendo, porém, preços bem mais baixos.","Preços — Um hectare de terra boa custa 100$000, havendo, porém, preços bem mais baixos.",100000,100000,hectare,0
MG,Theophilo Ottoni,"Trabalhador rural, 1$300 com comida ou 2$000 a secco; carpinteiro, 5$000 diários; cozinheira, 12$000 mensões; lavadeira, 12$000 mensões. Os salários são pagos e os contratos.","Trabalhador rural, 1$300 com comida ou 2$000 a secco",1300,2000,,"carpinteiro, 5$000 diários",5000,,daily,A taxa comum é de 12 por cento ao anno.,12,12,annual,"Qualidades - Na maioria boas. Há muitas argilosas e misturadas; poucas arenosas. O município é quase todo montanhoso. A vegetação é representada por muitas muitas virgens, alguns campos; poucas capoeiras, cerrados e carrascaes. Preços - Um hectare de terra custa aproximadamente 10$000.",Preços - Um hectare de terra custa aproximadamente 10$000.,10000,10000,hectare,0
MG,Tiradentes,"Trabalhador rural, 1$000 a 1$200 diários; cozinheira, 10$000 a 15$000 mensais; lavadeira, 5$000 a 6$000 mensais; carpinteiro, 3$000 diários; não há administradores nem escrivães de fazenda. Os salários são pagos e os contratos cumpridos.","Trabalhador rural, 1$000 a 1$200 diários",1000,1200,daily,"carpinteiro, 3$000 diários",3000,,daily,A taxa é de 12% ao anno.,12,12,annual,"Qualidades - Bins, regulares e inferiores. A vegetação é representada por alguns cerrados e carrascaes e por muitos campos, talvez metade do município está coberto de bons campos de criar. De muitas existe um ou outro pequeno cupão, aqui e ali, e muito raramente. “Preços—O hectare de terra de cultura custa 50$000 e de campo, 30$000.","Preços—O hectare de terra de cultura custa 50$000 e de campo, 30$000.",30000,50000,hectare,0
MG,Tres Corações do Rio Verde,"Trabalhador rural, 18500 diários; cozinheira, 158000 a 258000 mensões; lavadeira, 1580000 mensões; administrador de fazenda, 10008000 a 20008000 anonaes; não há escrivães de fazenda. Os salarios são pagos e os contraídos, cumpridos.","Trabalhador rural, 18500 diários",1500,,daily,,,,,A taxa é de 12% annualmente.,12,12,annual,"Qualidades - No município predominam as terras regulares e inferiores, havendo bôas em maior quantidade. No geral misturadas e montanhosas. A vegetação é quase toda representada por campos artificiais ou pastos; não existem matas virgens e poucas são as capoeiras, cerrados e carrascaes. Preços — O bertare de terra bôa casta 2008000, approximadamente, havendo, porém, preços bem inferiores.","Preços — O bertare de terra bôa casta 2008000, approximadamente, havendo, porém, preços bem inferiores.",200000,200000,hectare,0
MG,Tres Pontas,"Trabalhador rural, 1$500 diários a secco, ou 1$200 com comida; cozinheira, 10$000 a 15$000 mensais; lavadeira, 10$000 mensais; carpinteiro, 3$000 a 5$000 diários; administrador de fazenda 500$000 a 2000$000 annuais; escrivães de fazenda não há. Os salários são pagos e os contratos cumpridos.","Trabalhador rural, 1$500 diários a secco, ou 1$200 com comida",1200,1500,daily,"carpinteiro, 3$000 a 5$000 diários",3000,5000,daily,A taxa é de 1% ao mês.,1,1,monthly,"Qualidades - Boas e regulares, talvez em partes eguais; são misturadas e argilosas, poucas arenosas, em sua maioria montanhosas. A vegetação é representada por poucas matas virgens e algumas capoeiras, cerradas, carrascaes e campos. Preços — O hectare de terra boa custa 200$000, approximadamente, havendo preços bem mais baixos.","Preços — O hectare de terra boa custa 200$000, approximadamente, havendo preços bem mais baixos.",200000,200000,hectare,0
MG,Turvo,,,1500,,,,,,,A taxa é de 12% ao ano.,12,12,annual,"Qualidades - As terras são toias, regulares e inferiores, talvez em proporções approximadas; em sua maioria arenosas e planas; havendo algumas montanhosas. Há muitos campos e capoeiras, poucas matas virgens e carrascaes. "" Preços — Um hectare de terra toia custa 40$000 mais ou menos.",Preços — Um hectare de terra toia custa 40$000 mais ou menos.,40000,40000,hectare,0
MG,Ubá,"Trabalhador rural, 1500 a séco e 15000 com comida; administrador de fazenda, 100000 a 150000 mensais; escrivães de fazenda, não ha; carpinteiro, 4000 a 5000 diarios; cozinheiro, 300000 mensais; cozinheira, 15000; lavadeira, 100000 a 150000 mensais. Os salarios são geralmente pagos e os contractos cumpridos pelos agricultores, porém, nem sempre o são pelos empreiteiros.","Trabalhador rural, 1500 a séco e 15000 com comida",1000,1500,,"carpinteiro, 4000 a 5000 diarios",4000,5000,daily,A taxa usual é de 12% ao ano.,12,12,annual,"Qualidades - Quasi todas boas havendo poucas regulares e inferiores, no geral arenosas e montanhosas. A vegetação é representada por poucas mattas virgens, capoeiras, sendo mais de metade, talvez, da área do município ocupada por lavouras de café, canna, fumo, cereais e pastos. Preços — Um hectare de terra boa custa 75000 a 80000, approximadamente.","Preços — Um hectare de terra boa custa 75000 a 80000, approximadamente.",7000,7000,hectare,0
MG,Uberaba,"Trabalhador rural, 2$000 diários; não há administradores nem escrivães de fazenda; as fazendas são administradas pelos seus proprietários. Um carpinteiro ganha 6$000 diários; cosinheira, 30$000 mensais; lavadeira, 20$000 mensais. Os salários são pagos e os contratos cumpridos. Trabalhador rural, 25000 diarios; carpinteiro, 65000 diarios a secco; cozinheira, 305000 mensas; lavadeira, 205000 mensas. As fazendas são administradas pelos proprietarios que tambem têm a seu cargo a escripta; é digno de louver este costume. Os salarios são pagos e os contractos cumpridos.","Trabalhador rural, 2$000 diários",2000,,daily,Um carpinteiro ganha 6$000 diários,6000,,daily,Geralmente a taxa é de seis por cento ao ano. A taxa empregada é de 12% ao ano.,6,12,annual,"Qualidades - Na maioria boas misturadas e planas. A vegetação é representada por muitas virgens, capoeiras, cerrados e muitos campos. - Preços — Um hectare de terra boa custa aproximadamente 30$000. Qualidades - Em sua maioria bóas e arenosas, havendo tambem muitas misturadas. No geral são planas, havendo algumas montanhosas e poucas pedregosas; a vegetação é representada por muitos campos, algumas capoeiras e poucas mattas virgens e cerrados. Preços — Um hectare de terra boa custa 255000, approximadamente.",Preços — Um hectare de terra boa custa aproximadamente 30$000.,30000,30000,hectare,0
