state;municipio;CUSTO_DOS_TECIDOS;JUROS;SALARIOS;TERRAS
MT;Ponta - Poran;"O metro de tecido nacional comum, custa 1$000 a 1$500; estrangeiro, 2$000 a 3$000.";Não ha prestamistas.;"Trabalhador rural 3$000 diarios; administrador de fazenda 200$comensaes; escrivão de fazenda, 150$000 mensas; carpinteiro, 8$000 diarios; cosinheiro, 150$000 mensas; lavadeiras cobram por peça a razão de 1$200 a duzia. Os salarios são pagos e os contractos geralmente cumpridos.";"São geralmente bôas e regulares, sendo em quase sua totalidade argilhosas ou misturadas e planas; havendo poucas pantanosas. A vegetação é representada por mattas, capoeiras cerradas e campos. Preços - Um hectare de terra boa custa de 2$500 a 6$000."
MT;Porto Murtinho;Os preços dos tecidos são muito variáveis.;Não ha taxa fixa.;"Trabalhador rural, 150$000 a 200$000 mensões; administrador de fazenda, 400$000 a 1:000$000; não ha escrivães de fazenda; carpinteiro, 8$000 a 12$000 diarios; cosinheiros, não ha; lavadeira, 10$000 a 15$000, semanaes. Os salarios são pagos e os contractos cumpridos.";qualidades - Na maioria inferiores, havendo contudo algumas bôas e regulares. São argillozas, misturadas e arenosas. O município é todo plano, existindo muitas terras pantanosas, algumas pedregosas e seccas. A vegetação é representada por algumas mattas, poucas capoeiras, muitos cerrados e campos. Preços — Um hectare de terra vendido pelo governo custa 2$000.
MT;Sant'Anna do Paranahyba;"Os tecidos nacionaes comuns variam de 800 réis a 2$000 o metro; estrangeiros, de 2$000 a 3$000.";Não há taxa fixa.;"Trabalhador rural, 3$000 a 8$000 diários; administrador de fazenda, 300$000 a 400$000 mensais; escrivão de fazenda, 200$000 a 300$000 mensais; carpinteiro, 10$000 a 12$000 diários; cosinheiro, 100$000 mensais; lavadeira cobra por peça a razão de 1$500 a dúzia. Os salários são pagos e os contratos geralmente cumpridos.";"qualidades - O município possui terras bôas, regulares e inferiores; e sendo ora argilosas, ora arenosas, e misturadas; a maioria montanhosas e pedregosas, poucas seccas e pantanosas nas cabeceiras dos rios. A vegetação é representada por mattas, capoeiras, cerrados, carrascaes e campos. "" Preços — O hectare de terra bôa, de particular, custa 3$000; devoluta 1$500."
MT;Santo Antonio do Rio Abaixo;Preços variáveis.;Não há prestamistas.;"Trabalhador rural, 1$500 a 2$000 diários, com casa e medicamentos; cozinheira, 25$000 mensais; lavadeira, 800 réis a 1$000 por duzia de peças; carpinteiro, 6$000 diários; administrador de fazenda, 250$000 mensais; não há escrivães de fazenda. Os salários são pagos e os contratos cumpridos.";"Qualidades - Bôas, em grande parte; regulares, muitas; inferiores, poucas; algumas argilhosas; muitas arenosas e misturadas; planas, em grande parte. A vegetação é representada por muitas matta-virgens e campos, alguns carrascaes, capoeiras e cerrados. "" Preços — O preço das terras devolutas, pertencentes ao Estado é de 1$000 o hectare; das terras de particulares o preço é bem mais elevado; em casos especiais o preço é até de 200$000 o hectare."
MT;Santo Antonio do Rio Madeira;"Nacionaes, 1$000 a 5$000; estrangeiros, 1$500 a 8$000, o metro.";Não fazem empréstimos.;"Trabalhador rural, 6$000 a 7$000 diarios; ou 150$000 mensais livres; carpinteiro, 15$000 a 20$000 diarios; cosinheiro, 100$000 a 200$000 mensais; lavadeiras cobram por peça; administrador de fazenda, 300$000 mensais; escrivães, não há. Os salários são pagos e os contratos cumpridos.";"Qualidades - Na maior parte boas; algumas regulares e poucas inferiores. No geral misturadas, havendo arenosas nas margens dos rios principalmente. Há muitas planas, seccas e pedregosas. O trecho entre Madeira e Purús, é pantanoso. A vegetação é representada na sua quase totalidade por mattas virgens, havendo poucas capoeiras, cerrados e campos. Preços — 600 réis a 2$000 o hectare."
MT;S. Luiz de Cáceres;"O metro de tecido nacional custa 1$000; estrangeiro, não ha.";A taxa usual é de um por cento ao mez.;"Trabalhador rural, 1$000 a 1$500 diários; cozinheiro, 40$000 mensais; lavadeira, 30$000 mensais; carpinteiro, 5$000 a 10$000 diários; não há administradores de fazenda nem escrivães. Os salários são pagos e os contratos cumpridos.";"Qualidades - Na maioria boas; há muitas terras argilosas, tanto em mattas como em campos e também algumas arenosas e misturadas. Algumas são planas, outras montanhosas, umas secas, outras pantanosas. A vegetação é de mattas, capoeiras, cerrados e campos. "" Preços — Um hectare de terras para cultura custa 1$000; de seringais custa 3$600."
MT;Villa do Rosario Oeste;Muito variaveis.;12 a 18 anuães.;"Trabalhador rural 2$000 diários, com alimentação; carpinteiro, 8$000 diários; cozinheiro, 45$000 mensões; lavadeira, 1$500, por duzia de peças; administrador de fazenda, 2:400$000 anuães; não há escrivães de fazenda. Os salários são pagos e os contratos cumpridos.";"Qualidades - Boas, regulares e inferiores; poucas argilosas e arenosas e muitas misturadas; há planas e montanhosas. A vegetação é representada por mattas virgens, capoeiras, cerrados, carrascaes e campos, talvez em partes mais ou menos iguais. "" Preços — Um hectare de terra boa, 1$200."
PA;Abaeté;O metro de tecidos nacionaes custa 400 réis a 1$500.;A taxa é de 10 a 12% ao anno.;"Uma cozinheira ganha 308000 mensões; uma lavadeira 308000 mensões; um carpinteiro 580000 diários; não ha informações sobre o ganho dos administradores e escrivães de fazenda; o salário do trabalhador rural, seja colon: ou camarada é de 28000 a 380000 diários. Os salários são pagos e os contratos cumpridos.";"Qualidade - O município possui terras boas, regulares e inferiores; geralmente são planas; predominando as argilosas; há também terras arenosas, misturadas, pedregosas, seccas e pantanosas nas ilhas do rio Tocantins. A vegetação é representada por mattas virgens, capoeiras, cerrados, carrascaes e campos. “ Preços — As terras são vendidas conforme a tabela do regulamento do Estado."
PA;Acará;"Tecidos nacionais, comuns, custam de 400 a 700 reis o metro; estrangeiros, 28000. É muito variável.";Não há empréstimos. A taxa usual é de 11 % anmaes, havendo poucas transacções.;"Trabalhador rural ganha de 38000 a 48000 por dia; cozinheiro, 408000 a 508000 mensais; lavadeiras, de 308000 a 408000 mensais; carpinteiro, de 58000 a 78000 diários; não há administradores nem escrivães de fazenda. Os salários são pagos e os contratos cumpridos. O trabalhador rural ganha 38000 diarios; o cozinheiro, 408000 mensaes; a lavadeira, 308000 mensaes; o carpinteiro, 108000 diarios, não ha administradores nem escrivães de fazenda. Os salarios são pagos e os contratos cumpridos.";"Qualidades - Metade, talvez, bôas e o resto regulares e inferiores. Em sua maioria argilosas, havendo contudo algumas aremesas e misturadas; no geral planas, muito pouco pedregosas. A vegetação é representada por excelentes mattas e capoeiras, e também por cerrados e campos sempre verdes. “ Preços — O preço das terras é muito variável, e baixo. Qualidades - Boas, regulares e inferiores. No geral argilosas. Todo o município é mais ou menos plano, com muitos pantanos. A vegetação é representada por muitas matras virgens, poucas capoeiras e campos. ” Preços — Varia muito o preço das terras."
PA;Alemquêr;O custo dos tecidos communs varia de 300 réis a 2$000 o metro.;Não ha empréstimos.;"Um trabalhador rural ganha de 2$000 a 5$000 diarios; um cousineiro, 30$000 mensais; uma lavadeira, 15$000 mensais; um carpinteiro, 60$000 mensais; um administrador de fazenda, 100$000 mensais. Não ha escrivães de fazenda. Os salarios são pagos e os contractos cumpridos.";Qualidades - Em sua maior parte as terras do município são boas e regulares, havendo inferiores, somente em pequena quantidade. São argilosas e arenosas na maior parte, e algumas misturadas. Ha muita terra plana, assim como ha também muita montanhosa, algumas pedregosas e outras pantanosas. A vegetação é representada por muita matta virgem, algumas capoeiras, cerrados, carrascaes e muitos campos. “ Preços — Uma estrada de seringueiras com 100 pés dessas árvores, custa de 500$000 a 13000$000. E este é um dos modos de vender terras ou negociar em terras neste município e outros.
PA;Almerim;O metro de tecido varia de 1$000 a 2$000.;A taxa usual é de 10 a 12% annuâes, havendo poucas transacções.;"O trabalhador rural ganha 3$000 diários; o cozinheiro, 70$000 mensais; as lavadeiras 50$000 mensais; o carpinteiro, 8$000 diários; não há administradores nem escrivães de fazenda. Os salários são pagos e os contratos cumpridos.";"Qualidades - É boa a maior parte das terras do município; regulares, poucas, e inferiores, em quantidade ainda menor. São argilhosas, as do interior do município, o resto é arenoso. A vegetação é representada por algumas mattas virgens, capoeiras e campos. "" Preços — Varia muito. Uma estrada com 100 pés de seringueiras custa de 500$000 a 1.000$000, não se levando em conta a área que ellas occupam."
PA;Anajás;É muito variado.;A taxa usual é de 11 % annuâes, havendo poucas transacções.;"O trabalhador rural ganha 4$000 diários; o cosinheiro, 50$000 mensais; a lavadeira, 30$000 mensais; o carpinteiro, 10$000 diários. Não há administradores nem escrivães de fazenda. Os salários são pagos e os contratos cumpridos.";"Qualidades - Há boas, regulares e inferiores; parte delas são argilosas e parte arenosas. Todo o município é mais ou menos plano, tendo muitos pantanos. A vegetação é representada por muita matta virgem, capoeiras, cerrados e campos. - Preços — Varia o preço do hectare de terra segundo o número de seringues, 500$000 a 1.000$000 por estrada de 100 pés."
PA;Aveiros;"Nacionaes, comuns, de 300 réis a 1$200 o metro; estrangeiros, comuns, de 800 réis a 1$300.";Não há prestamistas.;"Trabalhador rural, de 28000 a 48000 diários; cosinheiro, de 358000 a 508000 mensões; lavadeira, de 408000 a 508000 mensões; carpinteiro, de 68000 a 108000 diários; não há administradores nem escrivães de fazenda. Os salários são pagos e os contratos cumpridos.";"Qualidades - No geral boas; argilosas, nos terrenos de alluvião, à margem dos rios; arenosas, no interior, sobretudo em alguns campos altos. Há terrenos planos e montanhosos. A vegetação é representada por muita muita virgem, algumas capoeiras, cerrados e campos. Preços — Uma estrada com 100 pés de seringueiras custa de 5008000 a 1.0008000."
PA;Bagro;;A taxa usual é de 12% ao anno, não havendo quase transacções.;"Trabalhador rural ganha 38000 diarios; cozinheiro, 608000 mensões; lavadeiras, 458000 mensões; carpinteiro, 78000 diarios;";Qualidades - Em consequencia dos terrenos alagados ou inundados não ha terras bôas, propriamente ditas, no municipio, mas regulares e muitas inferiores, em sua maioria argilosas e planas. A vegetação acha-se em mattas e capoeiras. “ Preços — A compra de uma estrada de 100 pés de seringueiras custa de 5008000 a 10008000, variando com o preço da borracha.
PA;Baião;Muito variável, conforme a qualidade.;Não há empréstimos.;"Um cosinheiro ou lavadeira, 60.8000 mensões; um carpinteiro, 7.8000 diários; administradores e escrivães de fazenda, não há; o salário do trabalhador rural, seja colono ou camarada, são 4.8000 diários; os salários são pagos e os contratos cumpridos.";"Qualidades - O município possui terras boas, regulares e inferiores na maior parte planas, predominando as argilosas, existindo também terras arenosas, misturadas, pedregosas e pantanosas nas ilhas do rio Tocantins. A vegetação é representada por mamas virgens, capoeiras, cerrados, carrascaes e campos. “ Preços — Variam conforme a qualidade; um hectare de terra de particulares é vendido de 6.8000 a 12.8000; do Estado, de 1.8000 a 1.8200."
PA;Belém;"Communs, nacionaes, de 400 réis a 1$000 o metro; estrangeiros, de 600 réis a 1$200.";Taxa de 10 a 20% ao anno.;"Trabalhador rural, de 3$000 a 5$000 diários; administrador de fazenda, de 100$000 a 250$000 mensões; escrivães de fazenda não há; carpinteiro, de 8$000 a 15$000 diários; cozinheiro, de 40$000 a 200$000 mensões; lavadeira, de 40$000 a 100$000 mensões. Os salários são pagos e os contratos cumpridos.";"Qualidades - Quais metade boas, nas regiões do Guamá, ilhas e littoral do Guajará; regulares, nas mesmas proporções, nas proximidades das fontes e da estrada de ferro de Bragança e inferiores, em pequena quantidade nos lugares secos; argilosas e arenosas em partes mais ou menos eguais, misturadas muito menos; geralmente planas e secas, havendo poucos pantanos e terrenos pedregosos. A vegetação é representada por muitas virgens, na maior parte, capoeiras em menor parte e o resto pelos cerrados campos artificiais ou pastos; não há cartascães. - Preços — Um hectare de terra boa custa de 8$000 a 25$000."
PA;Bragança;"Naciones, de 600 a 1$000 o metro; estrangeiros, de 700 réis a 1$200.";Não há empréstimos.;;
PA;Breves;;A taxa usual é de 12% ao anno, havendo raras transacções.;"O trabalhador rural ganha 38000 diarios; o cozinheiro, 5080000 mensaes; a lavadeira, 40800000 mensaes; o carpinteiro, 4800000 diarios. Não ha administradores nem escrivães de fazenda. Os salarios são pagos e os contractos cumpridos.";"Qualidades - Ha bôas, regulares e inferiores. São geralmente argilosas, algumas arenosas e poucas misturadas. São planas, sem pedras, havendo muitos pantanos. A vegetação é representada por muita matta virgem e alguns cerrados. "" Preços — Varia muito o preço das terras, sendo conforme o numero de seringueiras nellas existentes. 100 pés de seringa vale de 5008000 a 1.0008000."
PA;Cametá;"Um metro de tecidos nacionaes custa 800 réis; estrangeiros, 1$000.";Não há empréstimos.;"Um cozinheiro ganha 60$000 mensais; uma lavadeira, 30$000 mensais; um carpinteiro, 5$000 a 8$000 diários; administradores e escrivães de fazenda, não há; o salário do trabalhador rural, seja colono ou camarada é de 3$000 a 3$500 diários. Os salários são pagos e os contratos cumpridos.";"Qualidade - O município possui terras muito boas, regulares e inferiores; são geralmente planas, predominando as argilosas e arenosas, existindo terras misturadas. A vegetação é representada por mattas virgens, capoeiras, cerrados, carrascaes e campos. “Preços — As terras particulares são vendidas conforme a extensão dos seringues e cacauães."
PA;Cachoeira;"O metro de tecido nacional comum custa de 600 a 800 réis; estrangeiro, de 800 réis a 1$200.";Os criadores pagam a taxa de 12 a 18% ao ano, havendo raras transacções.;"O trabalhador rural ganha de 2$500 a 4$000 diários; cozinheiro, de 30$000 a 40$000 mensais; lavadeira cobra por peça, não se aluga; carpinteiro ganha de 8$000 a 10$000 diários; um administrador de fazenda, de 50$000 a 200$000 mensais; não há escrivães de fazenda. Os salários são pagos e os contratos cumpridos.";"Qualidades - As terras deste município podem ser mais ou menos assim divididas: A), terras de mattas virgens situadas na foz dos rios Arary, Camará e Gurupahyba, compreendendo uma faixa de 300 a 1.000 metros talvez, abundantes em hevea e com alguns 300 a 1.000 metros talvez, abundantes em hevea e com alguns campos; B), campos altos e terras de alluvião, de sólo silico-argiloso; C), campos em parte alagados durante algum tempo e que são os mais criadores da zona, possuindo as melhores fazendas e as mais importantes forragens; D), campos baixos mais ou menos cheios de atoleiros, cuja vegetação é extraordinariamente vigorosa, com boas pastagens; E), mondongos ou terrenos baixos, com atoleiros, submersos durante o inverno, cobertos de aningães e com alguns pantanos. A vegetação é representada por mattas virgens, capoeiras, cerrados e campos. “ Preços — Um hectare de campo custa de 10$000 a 20$000."
PA;Chaves;Variam muito os preços segundo a qualidade.;A taxa usual é de 12 ½ % ao anno, sendo raras as transuções.;"O trabalhador rural ganha de 3$000 a 4$000 diários; não ha cozinheiros; a lavadeira ganha 30$000 mensais; o carpinteiro 8$000 diários; o administrador de fazenda de criar bovinos, de 4.000$000 a 6.000$000 animais; um escrivão de fazenda, de 30$000 a 40$000 mensais, livres. Os salários são pagos e os contratos cumpridos.";"Qualidades - Existem terras boas, algumas das quais estão situadas nas ilhas Caxiana, Viçosa e a dos Porcos, as quais ficam alagadas no inverno, isto é, durante o tempo das chuvas. Há muitas terras regulares e algumas inferiores. São na maioria arenosas, havendo pouca argilosa. As terras são no geral planas e sem pedras; secças no verão e pantanosas no inverno. Há muitas matas virgens e campos, algumas capoeiras e poucos carrascaes; cerrados não ha. - Preços — O preço das terras regulares é de 5$000 por braça quadrada."
PA;Conceição de Araguaya;Varia o preço de conformidade com a qualidade, de 2$000 a 6$000 o metro.;Não há prestamistas.;"Um trabalhador rural ganha de 2$000 a 3$000 diários; não há administradores nem escrivães de fazenda; um carpinteiro ganha de 7$000 a 10$000 diários; não há cosinheira ou lavadeira de profissão. Os salários são pagos em mercadorias e os contratos cumpridos.";Qualidades - Ha muita terrra boa no município. As terras das ilhas do Araguaya são arenosas. Há terras planas, montanhosas e pedregosas. A vegetação é representada por magníficas mattas virgens, algumas capoeiras e cerrados e bellos campos de criar. “Preços — O preço das terras é conforme o regulamento das terras devolutas do Estado.
PA;Curralinho;"O preço dos tecidos varia muito segundo a qualidade. O metro de tecidos nacionais comuns custa 700 réis; estrangeiros, 800 réis (algodão).";A taxa usual é de 12 % ao anno, havendo poucas transacções. Não ha prestamistas.;"O trabalhador rural ganha 58000 diários; o cozinheiro ganha 608000 mensais; as lavadeiras, 508000 mensais; o carpinteiro, 88000 diários; não há administradores, nem escrivães de fazenda. Os salários são pagos e os contratos cumpridos. O trabalhador rural ganha de 2$500 a 4$000 diários; um corinheiro, de 30$000 a 40$000 mensais; as lavadeiras trabalham por empreitadas; um carpinteiro ganha de 6$000 a 8$000 diários; não ha administradores nem escrivães de fazenda. Os salários são pagos e os contratos cumpridos.";"Qualidades - Ha bôas, regulares e inferiores. No geral argilosas, algumas misturadas e arenosas. O município é todo plano, com muitos pantanos. A vegetação é representada por muita matia virgem, poucas capoeiras, cerrados e campos. Preços — Uma estrada de seringueira com 100 pés custa 5008000 a 1 00008000, não se levando em conta a área que ela ocupa. Qualidades - As terras no geral são silico-argilosas, nas proximidades do rio Marapanin, porém, predominam as silicosas; são geralmente planas e na maior parte os terrenos são enxutos. “ Preços — O Estado vende a 1$000 e 1$200 o hectare de terra boa e os particulares a 5$000 e 20$000."
PA;Faro;O preço dos tecidos é de 800 réis a 2$000 o metro.;Não há empréstimos.;"O trabalhador rural ganha 2$000 diários; o cozinheiro e a lavadeira, 15$000 mensais; o carpinteiro, 5$000 diários; não há administradores nem escrivães de fazenda. Os salários são pagos e os contratos cumpridos.";"Qualidades - Este município possui terras boas, regulares e inferiores; ora são argilosas, ora arenosas, ora misturadas. Há terras planas, montanhosas, pedregosas, seccas e pantanosas. Sua vegetação é representada por muitas matas virgens, capoeiras e cerrados, havendo poucos carrancais e campos. - Preços — O preço das terras varia muito, havendo porém, certo o da tabela do Estado."
PA;Gurupá;O metro de tecidos communis custa 1$000 a 2$000.;A tara usual é de 12% ao anno, sendo raras as transacções.;"Entretanto quando há trabalhador elle ganha 3$000 diários. Um cozinheiro ganha 60$000 meneses; uma lavadeira, 40$000 meneses; um carpinteiro ganha de 10$000 a 12$000 diários; não há administradores nem escrivães de fazenda. Os salários são pagos e os contratos cumpridos.";Qualidades - Há terras boas, regulares e inferiores. O município é na sua maior parte arenoso, plano e enxuto, a exceção de algumas ilhas que são pantanosas. A vegetação é representada por muita muita virgem, capoeiras e alguns campos. “ Preços — Uma estrada com 100 pés de seringueira custa 500$000 a 1.000$000, mais ou menos, variando com o preço da borracha.
PA;Igarapé-Assu;"Metro de tecidos nacionais, comuns, de 500 a 800 réis; estrangeiros, de 700 réis a 1$200.";Não há empréstimos.;"Trabalhador rural, colono ou camarada, de 2$500 a 3$500 diarios; cozinheiro, de 40$000 a 50$000 mensajes; lavadeiras, de 30$000 a 40$000 mensajes; carpinteiro, de 6$000 a 10$000 diarios; não há administradores nem escrivães de fazenda. Os salários são pagos e os contratos cumpridos.";"Qualidades - De Jambi-assii até Peixe Boi o terreno é silico-argiloso. Há terrenos alagados nas baixadas do Rio do Peixe Boi. Na Colônia Prata e entre Peixe Boi e Capanema as terras são argillo-silicosas; há terras secas, dois kilometros além de Livramento. Em geral os terrenos são planos. Approximadamente, o município tem metade das terras em mattas virgens e o resto em capoeiras e campos. Há poucos cerrados. “ Preços — Um hectare de terra boa, de particulares, custa de 5$000 a 10$000, e do Estado, 1$200."
PA;Igarapé-Mirim;Um metro de tecidos nacionaes ou estrangeiros custa de 500 réis a 2$000, aproximadamente.;São raros os empréstimos.;"Um cozinheiro ganha 308000 mensajes; uma lavadeira, 308000 mensajes; um carpinteiro, 58000 diários; um administrador de fazenda, 1008000 mensajes; escrivães de fazenda não há; o salário do trabalhador rural, seja colono ou camarada, é de 38000 a 48000 diários. Os salários são pagos e os contratos cumpridos.";"Qualidades - No município predominam as terras bôas e regulares, sendo geralmente planas e argilosas na maior parte; arenosas, misturadas, pedregosas e pantanosas em pequena parte. A vegetação é representada por mattas virgens, capoeiras e campos. Não há carrascaes. “ Preços — O preço das terras é conforme a tabela do regulamento do Estado."
PA;Irituia;"Tecidos nacionais, communs, custam de 500 a 800 réis o metro; estrangeiros, communs, de 2$000 a 2$400.";Não ha empréstimos.;"O trabalhador rural ganha 2$000 diários, com comida; o cozinheiro, 40$000 mensajes; a lavadeira, 40$000 mensajes; o carpinteiro, 5$000 a 10$000 diários; não ha administradores nem escrivães de fazenda. Os salários são pagos e os contratos cumpridos.";"Qualidades - As terras no geral são bôas, havendo poucas regulares e inferiores; são mais arenosas que argilosas e bôa parte misturadas; parte plana, parte montanhosa e algumas pantonosas. A vegetação é representada por magníficas matras e também por capoeiras, alguns cerrados e campos; não existem carrascaes. “ Preços — O preço das terras é de acordo com o regulamento das terras devolutas do Estado."
PA;Itaituba;O preço varia segundo a qualidade do tecido.;"Não há muitos empréstimos; a taxa mais usada é de 12% ao ano.";"O trabalhador rural ganha de 3$000 a 5$000 diários; não há cosinheiros; as lavadeiras cobram por peça de roupa, a 100 réis e 400 réis; um carpinteiro ganha 10$000 diários; não há administradores, nem escrivães de fazenda. Os salários são pagos e os contratos cumpridos.";"Qualidades - O município tem terras muito boas e regulares em grande quantidade, assim como algumas inferiores; sendo argilosas, arenosas e misturadas. Há planas e montanhosas. A vegetação é representada por muitas matas virgens, capoeiras, cerrados e campos. - Preços — O preço das terras é muito variável. Uma estrada com 100 pés de seringueiras custa 500$000 a 1.000$000."
PA;Macapá;Variam muito os preços dos tecidos.;A taxa usual é de 1.1 % ao ano, havendo poucas transacções.;"O trabalhador rural ganha 3$000 diários; o cozinheiro, 30$000 mensais; a lavadeira, 20$000 mensais; o carpinteiro, 10$000 diários. Não há administradores nem escrivães de fazenda. Os salários são pagos e os contratos cumpridos.";"Qualidades - O município de Macapá tem terras boas, algumas regulares. Em geral são argilhosas, algumas misturadas e poucas arenosas. Todo o município é mais ou menos plano; há muita terra pantanosa. A vegetação é representada por muita muita virgem, poucas capoeiras e campos. "" Preços — O preço das terras varia segundo os números de seringueiras que contêm, regulando de 500$000 a 1.000$000 por estrada de seringueiras com 100 pés."
PA;Mazagão;Os preços são muito variáveis.;Pagam a taxa de 11% anmaes, havendo poucas transacções.;"Um trabalhador rural ganha 58000 diários; o cozinheiro, 508000 mensais; a lavadeira, 408000 mensais; o carpinteiro, 108000 diários. Não ha administradores nem escrivães de fazenda. Os salários são pagos e os contratos cumpridos.";"Qualidades - Bôas, regulares e inferiores; no geral argilosas, planas com muitos pantanos. A vegetação é representada por muita matta virgem e poucos cerrados. - Preços — E muito variável o preço das terras. A área que conta 100 pés de seringueiras custa 5008000 a 10008000."
PA;Marapanim;"Nacional, comum, de 600 a 800 réis o metro; estrangeiro, de 700 réis a 1$200.";Não há empréstimos à lavoura.;"Trabalhador rural ganha de 2$000 a 3$000 diários; cozinheiro, de 25$000 a 30$000 mensões; lavadeiras trabalham por empreitadas; carpinteiro, de 8$000 a 10$000 diários; não há administradores nem escritórios de fazenda. Os salários são pagos e os contratos cumpridos.";"Qualidades - Nas proximidades do rio Marapanim, além da confluência com o Mahú, as terras são silico-argilosas e vão assim até o município de Igarapé-Assú, além da villa Matajoquara. No baixo Marapanim as terras são em sua maioria argilo-silicosas e nas praias existem grandes extensões arenosas. Há terrenos pantanosos apenas em algumas baixadas dos rios Marapanim e Caripy. As terras são em geral planas, metade talvez estão occupadas por mattas virgens e o resto por capoeiras e cerrados. "" Preços — Um hectare de terra boa custa de 2$000 a 8$000."
PA;Maracanã;"O metro de tecido nacional comum custa 600 réis a 800 réis; estrangeiro, de 700 réis a 1$200.";Não há empréstimos.;"Um trabalhador rural ganha de 1$500 a 3$000 diários; um cosinheiro, de 15$000 a 20$000 mensajes; uma lavadeira, de 15$000 a 20$000 mensajes; um carpinteiro, de 5$000 a 6$000 diários; não há administradores, nem escrivães de fazenda. Os salários são pagos e os contratos cumpridos.";"Qualidades - São boas as terras que margeiam o rio Maracanã e o Carepy, as quais são argilho-silicosas; no centro do município são silico-argilhosas. Terras inferiores existem em quantidade diminuta na costa do Atlântico. Nas baixadas dos rios Jaburu e Alto Maracanã, há alguns pantanos. São no geral planas. Não existem carrascaes; os cerrados é campos occupam pequena parte do município; as mattas virgens e capoeiras a maior parte. Preços — Um hectare de terra boa custa 1$200 a 5$000."
PA;Melgaço;O metro de tecidos nacionais ou estrangeiros custa de 500 réis a 5$000, conforme a qualidade.;A taxa usual é de 12% ao anno, havendo raras transacções em negócio dos seringues.;"O trabalhador rural ganha 48000 diários; um cozinheiro, 28000 diários; não há carpinteiros nem lavadeiras. Os salários são pagos e os contratos cumpridos.";"Qualidades - Existem terras bôas, regulares e inferiores; todo o município é mais ou menos plano e arenoso. A vegetação é representada por muita muita virgem, capoeiras e poucos campos; não há cerrados nem carrascaes. “ Preços — Não vendem as terras por metro, hracas ou alqueires; a base é a estrada de seringueiras e esta é formada por 100 pés de seringueiras; cada estrada sendo vendida por 5008000, mais ou menos."
PA;Mocajuba;"Preços variáveis e caros. Um metro de tecidos nacionaes custa de 800 réis a 1$000; estrangeiros, de 2$000 a 5$000.";Não há empréstimos. Não fazem empréstimos.;"Cozinheiro ganha 30$000 mensões; lavadeira, 30$000 mensões; carpinteiro, 5$000 diários; administradores e escrivães de fazenda não há; trabalhador rural, colono ou camarada, 3$000 diários, com alimentação. Os salários são pagos e os contratos cumpridos. Um cozinheiro ganha 80$000 mensais; uma lavadeira, 50$000 mensais; um carpinteiro, 6$000 diários; administradores e escrivães de fazenda não há; o salário do trabalhador rural, seja colono ou camarada é de 3$000 a 4$000 diários. Os salários são pagos e os contratos cumpridos.";"Qualidades - No município predominam as terras bôas; geralmente são planas e arenosas e mais ou menos misturadas; existem também regulares, inferiores e algumas argilhosas e pantanosas. A vegetação é representada por muitas matas vírgens, capoeiras, cerrados, carrascaes e campos. “ Preços — Um hectare de terra bôa custa de 1$000 a 1$200. As terras particulares são vendidas pela extensão e número de seringueiros e cacaueiros, variando o preço de 1.000$000 para cada estrada de seringueira de 100 pés, e para 500 pés de cacaio. Qualidades - O município é plano em sua quase totalidade; possui terras boas, regulares e inferiores, ora arenosas ou argilosas, ora misturadas. A vegetação é representada por extensas e bellíssimas matas virgens, capoeiras e por alguns campos e cerrados; não há carrascaes. “ Preços — Os preços das terras particulares são muito variáveis; as do Estado são vendidas segundo a tabela existente."
PA;Monte Alegre;"Tecidos nacionais, de 500 réis a 1$200 o metro; estrangeiros, de 800 réis a 1$500.";A taxa de 10 a 15% annuais. Os empréstimos são feitos sobre seringais e cacauais.;"Um trabalhador rural ganha de 2$000 a 4$000 diários; um cozinheiro, de 35$000 a 50$000 mensais; um carpinteiro, de 6$000 a 10$000 diários; uma lavadeira, de 40$000 a 50$000 mensais; não há administradores nem escrivães de fazenda. Os salários são pagos e os contratos cumpridos.";"Qualidades - Os terrenos de albuvião nas margens do Amazonas e seus afluentes, são argiliosos e arenosos em alguns campos altos, no interior; nas serras do Maracá, Itaujáry, Paraízo, Ezeré, Maxira e Curuá, cuja altitude máxima é calculada em 335 metros; as terras são misturadas, argilo-silicosas. Junto às lagões há alguns pantanos. Nas serras há partes pedregosas e muitas pedreiras. As divisas deste município não são ainda bem conhecidas e vão até as Guyanas. A vegetação é representada por muitas muitas virgens, algumas capoeiras na antiga colônia e nas margens do rio Amazonas e cerrados (bamburraes) nas proximidades dos pantanos e consideráveis extensões de campos, que alongam-se para o norte. Consta haver carrascaes no norte do município. Preços — Uma estrada com 100 pés de seringueiras custa de 500$000 a 1.000$000."
PA;Montenegro;Varia o preço dos tecidos, de 500 réis a 5$000 o metro.;A taxa usual é de 12% annuares, havendo poucas transacções.;"O trabalhador rural ganha 4$000 diários; o cozinheiro, 40$000 mensais; a lavadeira, 30$000 mensais; o carpinteiro, 7$000 diários. Não há administradores nem escrivães de fazenda. Os salários são pagos e os contracos cumpridos.";"Qualidades - Na maior parte bôas e em pequena parte regulares; algumas são arenosas e outras misturadas; em parte, planas e em parte montanhosas; algumas pedregosas, outras pantanosas; são, porém, em sua maioria, enxutas. A vegetação é representada por muita muita virgem, capoeiras e campos; não há cerrados nem carrascaes. "" Preços — Varia o preço conforme o número de seringueiras, assim paga-se de 500$000 a 1.000$000 por estrada contendo 100 pés."
