municipality,state,mun_hist,foundation_hist
mancio-lima,ac,"Mâncio Lima nasceu de um povoado denominado Vila Japiim. Numa imensa região banhada pelo Rio Moa e afluentes, cortada por paranás, igarapés e igapós, fixou-se um grande número de nordestinos predominando entre eles os cearenses, se fixaram como seringueiros ou agricultores. Foram eles os heróicos e anônimos pioneiros que com o sacrifício da própria vida, desbravaram e conquistaram a Amazônia, ligando-a às gerações futuras com todo o seu imenso potencial de riquezas naturais. Em divisões territoriais datadas de 31-XII-1936 e 31-XII-1937, figura no município de Juruá o distrito de Mâncio Lima.Pelo Decreto Territorial n.º 43, de 29-03-1938, transfere o distrito de Mâncio Lima do município de Juruá para o de Cruzeiro do Sul.No quadro fixado para vigorar no período de 1939-1943, o distrito de Japuim, figura no município de Cruzeiro do Sul.Em divisão territorial datada de I-VII-1950, o distrito de Japiim, figura no município de Cruzeiro do Sul.Assim permanecendo em divisão territorial datada de I-VII-1960.Elevado à categoria de município com a denominação Mâncio de Lima, pela Constituição Estadual de 01-03-1963, desmembrado de Cruzeiro do Sul. Sede no atual distrito de Japiim (ex-Mâncio Lima). Constituído do distrito sede. Instalado em 30-05-1977.Em divisão territorial datada de 31-XII-1968, o município é constituído do distrito sede.Assim permanecendo em divisão territorial datada de 2007. Prefeitura Municipal www.manciolima.ac.gov.br",NA
manoel-urbano,ac,"No final do Século passado, dois irmãos, conhecidos como: João Moaco e Zé Moaco, instalaram-se à margem direita do Rio Purus e abriram uma Colocação, a qual batizaram de Colocação Tabocal, devido ao imenso tabocal existente no local. Naquela época, o abastecimento e escoamento dos produtos eram feitos exclusivamente por via fluvial, através de navios e embarcações menores, oriundos dos portos das cidades de Belém e Manaus.Durante um verão, um navio de nome 'Castelo', ali ficou encalhado em função da seca do Rio Purus, obrigando-o aguardar a nova estação chuvosa, para retomar sua viagem. Em vista disso o local passou a ser chamado Castelo pelos moradores vizinhos da região. Mais tarde, em 1936, com diversas benfeitorias já realizadas, os moradores solicitaram ao Governo Estadual sua transformação para Vila.O topônimo é uma homenagem a um grande explorador do Rio Purus. Manuel Urbano da Encarnação, era um mestiço amazonense, da região de Manacapurú. Em divisões territoriais datadas de 31-XII-1936 e 31-XII-1937, figura no município de Sena Madureira o distrito de Castelo.No quadro fixado para vigorar no período de 1939-1943, o distrito de Castelo permanece no município de Sena Madureira.Em divisão territorial datada de 1-VII-1950, o distrito de Manoel Urbano figura no município de Sena Madureira.Assim permanecendo em divisão territorial datada de 1-VII-1960.Elevado à categoria de município com a denominação Manoel Urbano, pela Constituição do Acre de 01-03-1963, desmembrado de Sena Madureira. Sede no antigo distrito de Manoel Urbano. Constituído do distrito sede. Instalado em 28-03-1977.Em divisão territorial datada de 1-I-1979, o município é constituído do distrito sede.Assim permanecendo em divisão territorial datada de 2007. Confederação Nacional de Municípios www.cnm.org.br",NA
marechal-thaumaturgo,ac,"O município de Marechal Thaumaturgo de Azevedo foi criado através da Lei Estadual n.º 1.032, de 28 abril de 1992, sancionada pelo então Governador Edmundo Pinto de Almeida Neves. O território deste município pertencia Republica Federativa do Peru. Distrito criado com a denominação de Thaumaturgo (ex-localidade de Zos do Amônia), em 1905, confirmada pelo Decreto do Prefeito n.º 39, de 11-07-1906, subordinado ao Departamento do Alto Juruá.Em divisão adminstrativa referente ao ano de 1911, distrito de Thaumaturgo, permanece no Departamento de Juruá.Assim permanecendo em divisões territoriais datadas de 31-XII-1936 e 31-XII-1937.Pelo Decreto-lei Estadual n.º 43, de 29-03-1938, o distrito de Thaumaturgo deixa de pertencer ao Departamento de Juruá para ser anexado ao município de Cruzeiro do Sul.Pelo Decreto-lei Estadual n.º 6.163, de 31-12-1943, o distrito de Thaumaturgo adquiriu parte do distrito de Foz do Jordão do município Tarauacá ex-Seabra.Em divisão territorial datada de 1-VII-1950, o distrito de Thaumaturgo permanece no município de Cruzeiro do Sul.Assim permanecendo em divisão territorial datada de 1-VII-1960.Elevado à categoria de município com a denominação de Marechal Thaumaturgo, pela Constituição Estadual de 01-03-1963, desmembrado de Cruzeiro do Sul. Sede no atual distrito Marechal Thaumaturgo ex-Thamauturgo. Constituído do distrito sede.Em divisão territorial datada de 31-XII-1968, Thaumaturgo (ex-Marechal Thaumaturgo) aparece como distrito de Cruzeiro do Sul, pois o mesmo fora criado e não instalado.Em divisão territorial datada de 1-1-1979, o distrito de Thaumaturgo, figura no município de Cruzeito do Sul.Assim permanecendo em divisão territorial datada de 1988.Elevado novamente à categoria de município com a denominação de Marechal Thaumaturgo, pela Lei Estadual n.º 1.029, de 28-04-1992, alterado em seus limites pela Lei Estadual n.º 1.064, de 09-12-1992, desmembrado de Cruzeiro do Sul. Sede no atual distrito de Marechal Thaumaturgo (ex-Thaumaturgo). Constituído do distrito sede. Instalado em 01-01-1993.Em divisão territorial datada de 2003, o município é constituído do distrito sede.Assim permanecendo em divisão territorial datada de 2007. Confederação Nacional de Municípios www.cnm.org.br",NA
placido-de-castro,ac,"O município de Plácido de Castro, foi criado em 10 de março de 1963. Inicialmente o local era uma colocação de seringueiro, passando posteriormente a depósito do seringal São Gabriel, com o nome de Pacatuba. Em 1922, com o crescimento do povoado, surgiu a Vila Pacatuba que logo depois recebeu o nome de Plácido de Castro, em homenagem ao herói da Revolução Acreana.Seu surgimento deu-se em razão da posição comercial estratégica para compra de borracha, castanha e fornecimento de mercadorias, função de entreposto que concentrava toda produção da rica e vasta região boliviana. Em divisões territoriais datada de 31-XII-1936 e 31-XII-1937, figura no município de Rio Branco o distrito de Plácido de Castro.Assim permanecendo em divisão territorial datada de I-VII-1960.Elevado à categoria de município com a denominação de Plácido de Castro, pela Lei Constituição Estadual de 01-03-1963, desmembrado de Rio Branco. Sede no antigo distrito de Plácido de Castro. Constituído do distrito sede. Instalado em 30-03-1977.Em divisão territorial datada de I-I-1979, o município é constituído do distrito sede.Assim permanecendo em divisão territorial datada de 2007. Prefeitura Municipal http://www.placidodecastro.ac.cnm.org.br",NA
porto-acre,ac,"Ocupado por migrantes nordestinos no século XIX e tendo como atrativo a extração da borracha, o município de Porto Acre apresenta-se no contexto histórico do estado como marco na luta pela independência de seu povo.Fundada em 3 de janeiro de 1899 pelo Ministro Plenipotenciário José Paravicini, sob a égide do Presidente da República da Bolívia, com o nome de Puerto Alonso.Com a expulsão dos bolivianos e a proclamação, por Galvez, da República do Acre, passa a ser sede do governo e denominar-se Porto Acre.Com a deposição e prisão de Galvez por ordem do Presidente do Brasil, Campos Sales, retornam os bolivianos e a cidade volta a ser Puerto Alonso.Em 24 de janeiro de 1903, com a rendição das tropas bolivianas, após uma sucessão de vitórias acreanas, Plácido de Castro ocupa definitivamente o povoado que passa a denominar-se Cidade do Acre, depois Porto Acre. Em divisões territoriais datadas de 31-XII-1936 e 31-XII-1937, figura no município de Rio Branco o distrito de Porto Acre.Assim permanecendo em divisão territorial datada de 1-VII-1960.Elevado à categoria de município com a denominação de Porto Acre, pela Lei Estadual n.º 1.030, de 28-04-1992, alterado em seus limites, pela Lei Estadual n.º 1.065, de 09-12-1992, desmembrado de Rio Branco. Sede no antigo distrito de Porto Acre. Constituído do distrito sede. Instalado em 01-01-1993.Em divisão territorial datada de 2003, o município é constituído do distrito sede.Assim permanecendo em divisão territorial datada de 2007. Prefeitura Municipal http://pmportoacre.com.br",NA
porto-walter,ac,"Os primeiros habitantes a residirem no município foram os índios das naçõesArara, Náuas, Amoaças, Kampas, Kulinas e Catianos, que até hoje se encontram na região. No final do século XIX começou a chegar o homem branco, vindo principalmente do nordeste atraído pela extração do látex da seringueira, principal produto econômico da região.Porto Walter, antes de ser município era formado pelos seringais: Tavares de Lira, Humaitá e Cruzeiro do Vale, congregando grande número de brasileiros, (na maioria nordestinos), até mesmo estrangeiros, em busaca de riquezas trazidas pela borracha.Em 1910, aportou ao município um batelão de grande porte, comandado pelo Coronel Absolon de Souza Moreira, que fixou residência na parte mais alta da terra firme. Foi ele que iniciou o desbravamento desta região. Em seqüência apropriou-se de grande soma de hectares de terras que dividiu com os amigos que chegaram posteriormente.Atualmente o município denomina-se Porto Walter, em homenagem ao antigo morador Walter de Carvalho. Em divisões territoriais datadas de 31-XII-1936 e 31-XII-1937, figura no município Juruá o distrito de Humaitá.Pela Lei n.º 43, de 29-03-1938, o distrito de Humaitá deixa de pertencer ao município de Juruá para ser anexado ao município de Cruzeiro do Sul.No quadro fixado para vigorar no período de 1939-1943, o distrito de Humaitá figura no município Cruzeiro do Sul.Em divisão territorial datada de I-VII-1960, o distrito de Porto Walter ex-Humaitá, figura no município de Cruzeiro do Sul.Assim permanecendo em divisão territorial datada de 1988.Elevado á categoria de miuncípio com a denominação de Porto Walter, pela Lei Municipal 1.033, de 28-04-1992, alterado em seus limites, pela Lei Estadual n.º 1.068, de 09-12-1992, desmembrado de Cruzeiro do Sul. Sede no antigo distrito de Porto Walter. Constituído do distrito sede. Instalado em 01-01-1993.Em divisão territorial datada de 2003, o município é constituído do distrito sede.Assim permanecendo em divisão territorial datada de 2007. Confederação Nacional de Municípios http://www.cnm.org.br",NA
rio-branco,ac,"Em 1882, o vapor sobe o rio Acre e desembarca os Irmãos Leite no seringal Bagaço. Neutel Maia decide ficar algumas milhas acima e no dia 28 de dezembro funda o Seringal Empreza, na volta do rio onde está situada a Gameleira. Depois o mesmo vapor ainda deixa Manuel Damasceno Girão na foz do Xapuri, onde fundou o seringal Xapuri.Nesse momento de expansão do extrativismo da borracha, quando o Acre era ainda considerado território boliviano, o Seringal Empresa, na rota entre Porto Acre e Xapuri, núcleo dinâmico da atividade econômica que dava a lógica à invasão da floresta, vai se constituindo no núcleo de um entreposto comercial.Paralelamente, na fronteiriça margem do mesmo rio Acre, um novo centro se formava, dando lugar ao nascimento de um pequeno burgo comercial, livre, com o nome de Empresa Nova ou simplesmente Empresa, ao passo que o primitivo passava a ser conhecido como Empresa Velha.Em 1904 o atual município de Rio Branco torna-se sede do Departamento do Alto Acre. 'Excepcionalmente, a sede da Prefeitura do Alto Acre funcionou em Empresa Nova, que desde então foi denominada Vila Rio Branco, compreendendo, então, já os dois bairros do mesmo lado, ligados por um projeto da avenida. Desde o estabelecimento da sede administrativa do território em 1903, quando então foi denominada Vila Rio Branco, até 1912, quando se estabelece definitivamente a denominação do futuro município, sua denominação oscilou entre uma homenagem ao Barão de Rio Branco e Penápolis, em homenagem ao presidente Afonso Pena. Em 1912, por força do Decreto Federal n.º 9.831, de 23 de outubro, passa à categoria de cidade com o nome de Rio Branco. Elevado à categoria de vila com a denominação de Volta da Empresa, pelo Decreto do Prefeito n.º 3, de 22-08-1904.Elevado á condição de cidade e sede municipal com a denominação de Rio Branco, pelo Decreto do Prefeito n.º 7, de 07-09-1904.Elevado à categoria de sede com a denominação de Rio Branco, pelo Decreto Federal n.º 5.188, de 07-04-1904. Constituído de 3 distritos: Rio Branco, Capatará e Riozinho. Instalado em 18-08-1904.Pela Resolução n.º 9, de 13-05-1909, deixou de ser sede do município transferido para vila de Penápolis.Pelo Decreto Federal n.º 9.831, de 23-10-1912, voltou à condição de sede do município com a denominação de Rio Branco. Instalado em 15-02-1913.Pelo Decreto Federal n.º 14.383, de 01-10-1929, manteve o município com a mesma denominação, elevou a sede à categoria de capital do território.Em divisões territoriais datadas de 31-XII-1936 e 31-XII-1937, o município aparece constituído de 15 distritos: Rio Branco, Antimari, Campo Belos, Capatará, Catuaba, Deposito do Inquiri, Humaitá, Itu, Marechal Deodoro, Niterói, Plácido de Casto, Porto Acre, São Fancisco do Riozinho, Triunfo e Vila Rica. RIO BRANCO (AC). Prefeitura. Disponível em: http://www.riobranco.ac.gov.br. Acesso em: abr. 2011. Confederação Nacional de Municípios. Disponível em: http://www.cnm.org.br. Acesso em: abr. 2011.",NA
rodrigues-alves,ac,"Em junho de 1884, os cearenses Ismael Galdino da Paixão e Domingos Pereira de Souza exploram esse pedaço do Juruá que vai do referido Estirão dos Náuas a embocadura do Juruá-Mirim. Esses excursionistas foram os primeiros que exploraram o rio com o fim de o povoar. Encontraram eles pelas cercanias do Rio Môa extensos bananais e grande número de índios, que os iam seguindo com o maior interesse, por terra. No meio do Estirão dos Náuas, justamente no local onde se encontrava a Sede do Seringal Buritizal, foram os viajantes à terra deparando com enorme maloca dos silvícolas chamados Náuas, os quais deram nome ao atual Estirão, onde hoje selocaliza a sede do município de Rodrigues Alves. Por volta de 1914 e 1916, passou a ser denominado Seringal Florianópolis, cujo proprietário era o coronel Francisco Carioca.Neste seringal trabalhavam 6 famílias explorando a borracha natural, pois outra atividade o proprietário não permitia. Por volta de 1916 a 1920, o referido seringal foi vendido para o coronel Mâncio Lima e o mesmo doou uma parte do referido seringal para a implantação da colônia Rodrigues Alves, fazendo parte do município de Cruzeiro do Sul. Por volta de 1940, a colônia Rodrigues Alves contava com aproximadamente 25 famílias, que viviam da exploração da borracha e agricultura de subsistência.Em 1960, a Petrobrás fez uma perfuração na busca de petróleo, nada foi confirmado, porém foram gerados vários empregos e a circulação de dinheiro aumentou, trazendo para a colônia mais famílias, nessa mesma época a colônia foi transformada em Vila de Cruzeiro do Sul e sendo administrada por um subprefeito. Em 1991, através de plebiscito a vila Rodrigues Alves passou a município, tendo sido realizadas em 1992 eleições para escolha de prefeito e vereadores. Elevado à categoria de município com a denominação de Rodrigues Alves, pela Lei Estadual n.º 1.032, de 28-04-1992, alterado em seus limites pela Lei Estadual n.º 1.067, de 09-12-1992, desmembrado de Cruzeiro do Sul e Mâncio Lima. Sede no atual distrito de Rodrigues Alves (ex-localidade). Constituído do distrito sede. Instalado em 01-01-1993.Em divisão territorial datada de 1997, o município é constituído do distrito sede.Assim permanecendo em divisão territorial datada de 2007. Confederação Nacional de Municípios http://www.cnm.org.br",NA
santa-rosa-do-purus,ac,"A vila de Santa Rosa do Purus foi transformada em Município pela Lei Estadual  n° 1028 de 28 de abril de 1992, promulgada pelo então Governador, Edmundo Pinto de Almeida Neto. O seu território foi desmembrado do município de Manuel Urbano. Situado às margens do rio Purus, seu limite começa no marco internacional da fronteira Brasil / Peru, localizado próximo a nascente do rio Santa Rosa do Purus, limitando-se também com os municípios de Feijó e Manuel Urbano. Elevado à categoria de município com a denominação de Santa Rosa do Purus, pela Lei Estadual n.º 1.028, 28-04-1992, alterado em seus limites pela Lei Estadual n.º 1.063, de 09-12-1992, desmembrado de Manoel Urbano. Sede no atual distrito de Santa Rosa do Purus (ex-localidade). Constituído do distrito sede. Instalado em 01-01-1993.Em divisão territorial datada de 1995, o município é constituído do distrito sede.Assim permanecendo em divisão territorial datada de 2007. Prefeitura Municipal http://www.santarosadopurus.ac.cnm.org.br",NA
sena-madureira,ac,"As expedições de destemidos nordestinos, para a exploração de seringais da região, deram-se por volta de 1861, chefiadas por Manoel Urbano da Encarnação e João Gabriel de Melo, próximo à foz do rio Chambuiaco, no alto Rio Purus, em território peruano. Enquanto Manoel Urbano da Encarnação explorou os seringais do Rio Purus, João Gabriel explorava os rios Acre e Iaco, além de seus afluentes. Da jornada tomaram parte, no Rio Iaco, os cearenses Francisco Barbosa, Augusto Escócio e Benjamin Duarte Ponte Franco; no rio Macauã, Custódio Miguel dos Anjos e José Procópio e, no rio Caeté, João da Costa Gadelha e Manoel Trindade Corrêa.Nos idos de 1878, intensificou-se o povoamento desses rios com a vinda de novos nordestinos, fugindo da seca e com isto incrementando a exploração de importantes riquezas regionais.Através do Decreto Federal n.º 5.188, de 07 de abril de 1904, que organizou o território do Acre em 03 Departamentos autônomos, o Departamento do Alto Purus recebeu a nomeação do seu 1º Prefeito Departamental, General Siqueira de Menezes, que deveria estabelecer a sede administrativa. Em 09 de julho do mesmo ano, o General parte de Manaus com destino ao Acre, e em 24 de setembro, após 74 dias de viagem, atravessou a linha Cunha Gomes, aportou à margem esquerda do Rio Iaco, em terras do Seringal Santa Fé, logo escolhidas para a localização da futura sede do Departamento. No dia seguinte, 25 de setembro, às 08:00 horas da manhã, instalou o governo e o berço da cidade de Sena Madureira, dando-lhe este nome em homenagem ao afeto e admiração que consagrava ao Coronel Antônio Sena Madureira, militar que havia participado da Guerra do Paraguai. Elevado à categoria de vila com a denominação de Sena Madureira, por Ato do Prefeito de 25-09-1904.Elevado à condição de sede no antigo distrito de departamento de Alto Purus, pelo Decreto Federal n.º 5.188, de 07-04-1904. Instalado em 25-09-1904.Elevado à condição de cidade, pela Resolução do Prefeito Decreto n.º 3, de 01-07-1912. Sob o mesmo decreto, a sede do município teve sua denominação alterada de Alto Purus para Sena Madureira. Constituído de 5 distritos: Sena Madureira, São Bento, Iracoma, Granja e Mercês. Sena Madureira (AC). CONFEDERAÇÃO Nacional de Municípios. Disponível em: http://www.cnm.org.br. Acesso em: abr. 2011.",NA
senador-guiomard,ac,"A história de Senador Guiomard começa em 1930, com formação da colocação Quinarizinho, durante o auge do extrativismo.Foram 32 famílias oriundas do Nordeste do país que iniciaram o povoamento daquela região, tendo sido aberta a estrada até Rio Branco em 1947. Foi elevado à categoria de vila em 1956, sendo seu primeiro subprefeito nomeado em 1957, passando então a se chamar Vila Grande Quinari.Seu nome, segundo os moradores mais antigos, está associado à uma árvore denominada Quinaquina, que havia em abundância no município e de cujas raízes se faz chá para curar febres e várias doenças. Há, porém, questionamentos a essa referência, pois para alguns historiadores a origem do nome Quinari é indígena, já que no passado a área era habitada por índios.Em 1959, registra-se a chegada de famílias japonesas, que até hoje se fazem presentes e desenvolvem a cultura do amendoim. Durante a década de 70, chegam dezenas de famílias provenientes do Sudeste brasileiro, atraídas pelo grande incentivo à pecuária desenvolvido pelo governo do Estado.Dos fatos históricos, o que a população mais questiona foi a alteração do nome para Senador Guiomard, pois não se levou em consideração a opinião dos moradores nem a história do município, tendo sido uma escolha que atendeu a interesses políticos. A população, contudo, não perdeu o hábito de se referir ao município como Quinari. Elevado à categoria de município com a denominação de Senador Guiomard, pela Constituição Estadual de 01-03-1963, desmembrado de Rio Branco. Sede no atual distrito de Senador Guiomard. Constituído do distrito sede.Em divisão territorial datada de 1-I-1979, o município é constituído do distrito sede.Assim permanecendo em divisão territorial datada de 2007. Confederação Nacional de Municípios http://www.cnm.org.br",NA
tarauaca,ac,"A região era habitada por índios Cachinauás e Jaminauas, às margens dos Rios Tarauacá e Murú.Em virtude da emigração dos nordestinos a partir do ano de 1877, intensificou-se a exploração das terras do município. Em 1889 um grupo de imigrantes chega a confluência do rio Murú com o Tarauacá, fundando aí o seringal Foz do Murú, que em breve cresceu de importância uma vez que era aí o ponto de partida para as explorações dos altos rios. O marco inicial, porém, da verdadeira história do desbravamento desta região, a se ter notícia positiva, data do ano de 1890, quando fundaram um porto na confluência dos rios citados, denominando-o 'Foz do Murú' ponto de partida para novas explorações.Com a celebração do Tratado de Petrópolis, em 1903, as terras do município passam a integrar o território nacional. Elevado à categoria de vila com denominação de Seabra. Pelo Decreto Municipal de 01-01-1907, desmembrado de Alto Juruá. Sede na localidade de Foz do Muru. Instalado em 24-04-1913.Pelo Decreto Federal n.º 9.831, de 23-10-1912, a sede da vila passa ter a denominação de Seabra.Pela Resolução n.º 15, de 14-05-1913, o prefeito do Departamento do Tarauacá dividiu este departamento em 15 distritos: Vila Seabra, Seringal Itaparico (transferido para o Seringal ocidente, pela Resolução 39, de 15-05-1914) e Foz do Salvador. Com sede respectivamente, em Foz do Juruparai, Vila Feijó, Seringal Riachuelo (transferido para o Seringal de Bom Sucesso. Pela Resolução n.º 38, de 15-05-1914), Seringal Porongaba, Porto Rubim, Bom Princípio e Seringal Cruzeiro.Pelo Decreto Federal n.º 14.383, de 01-10-1920, manteve o município com a denominação Tarauacá e elevou a sede Seabra à categoria de cidade. Com sua denominação de Tarauacá.Em divisão administrativa referente ao ano de 1933, o município é denominado Tarauacá.Em divisões territoriais datada de 31-XII-1936, o município aparece constituído de 16 distritos: Tarauacá, Universno, Foz do Janinavá, Foz do Jordão, Vitória, Paraíso, Ocidente, Foz Salvador, Santa Fé vila Feijó, Foz do Juruá Peri, Bom Sucesso, Porancaba, Porto Jobim Liberdade e Cruzeiro.No quadro fixado para vigorar no período de 1939-1943, o município aparece constituído de 7 distritos: Tarauacá, Bom Futuro, Nalare, Ouro Preto, São Salvador, Universo e Foz do Jordão. TARAUACÁ (AC). Prefeitura. Disponível em: Municipal http://www.tarauaca.ac.gov.br. Acesso em: abr. 2011.",NA
xapuri,ac,"O povoado surgiu logo depois de Volta da Empreza (Rio Branco), no ano de 1883, em um local estratégico na confluência do rio Xapuri com o rio Acre.A localidade tornou-se um dos principais entrepostos comerciais do Acre no Ciclo da Borracha.Durante o período da Revolução Acreana, Xapuri foi ocupada por autoridades bolivianas que passaram a chamá-la de Mariscal Sucre. Em 6 de agosto de 1903, as tropas do Coronel Plácido de Castro tomaram o povoado marcando o início da última vitoriosa etapa da Revolução Acreana, que culminou com a Anexação do Acre ao Brasil.Seu nome deriva da tribo indígena dos Xapurys.Na década de 1980 a cidade também foi palco do movimento de resistência dos seringueiros em defesa dos seringais nativos da região. O principal líder desse movimento, cuja luta culminou na criação das reservas extrativistas, foi o sindicalista xapuriense Chico Mendes. Elevado à categoria de vila com a denominação de Xapuri ex-Mariscal Sucre, pelo Decreto do Prefeito n.º 3, de 22-08-1904, desmembrado do antigo departamento do Alto Acre.Elevado à categoria de cidade em 1905.Pela Resolução n.º 26, de 09-05-1908, são criados os distritos de Alto Xapuri, Iracema e Porvir e anexado ao município de Xapuri.Pela Resolução n.º 15, de 23-02-1910, é criado o distrito de Paraguassu.Pela Resolução n.º 22, de 09-05-1911, são criados os distritos Montevidéu, Porto Carlos e São Pedro e anexado ao município de Xapuri.Em divisão administrativa referente ao ano de 1911, o município é constituído de 5 distritos: Xapuri, Alto Xapuri, Humaitá, Iracema e Porvir.Elevado à condição de sede municipal com a denominação de Xapuri, pelo Decreto Federal n.º 9.831, de 23-10-1912. Instalado em 01-04-1913.Em divisões territoriais datadas de 31-XII-1936 e 31-XII-1937, o município aparece constituído de 12 distritos: Xapuri, Albrácia, Alto Xapuri, Fronteira, Humaitá, Iracema, Montevidéu, Paraguassu, Porto Carlos, Provir, São Pedro e Vila Brasíla.No quadro fixado para vigorar no período de 1939-1943, o município é constituído de distritos: Humaitá e Alto Apuri, Fronteira, menos o distrito de Povir extinto sendo o seu teritório anexado ao distrito sede do município de Xapuri.Pelo Decreto-Lei Federal n.º 6.163, o distrito de Brasília passou a denominar-se Brasiléia são ex-Trutos os distritos de Paraguaçu Ipacema, São Pedro Montevidéu sendo seu território anexado ao município de Brasiléia ex-Brasilia.No quadro fixado para vigorar no período de 1944-1948, o distrito de Albrácia.Pela Resolução n.º 22, de 09-05-1911, foram criados os distritos Montevidéu, Porto Carlos e São Pedro e anexado ao município de Xapuri.Em divisão territorial datada de 2003, o município é constituído de 4 distritos: Rio Verde, Lagoa Bauzinho, Ouroana e Riverlândia.Assim permanecendo em divisões territoriais datada de 2007. Prefeitura Municipal http://www.xapuri.ac.gov.br",NA
